@relation vowel

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10,11}

@data
0.685557,-0.887253,0.998345,-0.277221,-0.820555,0.247993,-0.300124,0.471736,1.134723,0.293615,11
1.439308,-2.108247,-1.454081,0.136339,0.544171,1.841048,1.291037,1.661336,0.245502,-0.7478,1
1.966359,-1.501579,-0.879601,-1.006877,-0.096813,1.08592,0.762815,0.902574,1.080353,-0.504417,2
1.476133,-0.989357,-0.621155,-0.285123,0.793945,0.257928,0.286549,0.438595,-0.278911,-0.694819,3
1.325382,-0.339295,0.027768,-0.624927,0.2628,-0.591591,-0.233014,-0.698676,1.06983,-1.206421,4
0.801784,-0.301006,1.909928,-0.242977,-1.392325,-1.472573,-0.564235,0.906063,0.654158,0.232356,5
1.05035,-0.626037,1.207629,-0.212684,-0.614416,-0.911195,-0.382388,0.785707,1.774893,-0.559054,6
0.311559,-0.991059,1.877622,1.307214,-0.317998,-0.929411,-2.508266,-0.550412,2.050253,1.883057,7
-0.375448,-0.522231,1.981562,1.806384,-1.464549,-1.030426,-3.110093,0.558951,2.062531,1.843321,8
0.067596,-0.866832,1.297524,0.241705,-1.61351,0.433463,0.052746,0.965368,0.918995,1.498942,9
-1.369709,-0.612423,0.933733,0.121852,-0.155495,1.195215,-0.516609,0.735123,1.315374,0.277059,10
0.575084,-0.820885,1.088239,-0.265367,-0.677612,0.31092,-0.237344,0.586859,0.989151,0.210832,11
1.318478,-2.120159,-1.389469,0.237754,0.568246,1.940407,1.364642,1.685756,0.194639,-0.772635,1
1.918026,-1.564543,-0.86696,-0.959463,-0.108851,1.051144,0.723848,0.930482,1.045275,-0.532563,2
1.462323,-0.981699,-0.712454,-0.323318,0.759338,0.247993,0.425099,0.64442,-0.250849,-0.867009,3
1.297764,-0.398855,-0.107073,-0.428684,-0.06672,-0.185875,-0.869478,-0.041082,0.578741,-1.08059,4
0.747698,-0.297602,1.853744,-0.195562,-1.357718,-1.62658,-0.536092,0.972345,0.61908,0.257191,5
0.99051,-0.930647,1.237126,-0.030929,-0.543697,-0.581655,-0.510114,0.855478,1.564426,-0.323949,6
0.425484,-1.044663,1.742781,1.209751,-0.617426,-1.090041,-1.811186,-0.170159,2.144963,1.583381,7
-0.320211,-0.642203,1.975944,1.945993,-1.624043,-1.126473,-2.746399,0.541508,2.011668,1.846633,8
-0.048631,-0.995313,1.261004,0.40107,-1.574389,0.734851,0.435923,0.907807,0.433168,0.921114,9
-1.515856,-0.384391,0.940756,0.084974,-0.068225,1.173687,-0.551246,0.825826,1.287312,-0.050764,10
0.460007,-0.732395,1.069979,-0.242977,-0.524137,0.370535,-0.174563,0.59558,0.985643,0.066789,11
0.195331,-2.685135,1.08262,1.324336,1.452986,1.64233,-0.77206,-1.403366,-0.766492,0.974095,1
0.098667,-1.298222,1.242744,1.226873,1.765955,-0.369689,-1.971384,-1.53942,-0.585841,0.397922,2
0.682105,-1.231854,1.037673,1.089898,0.945915,-1.669635,-1.328425,-0.96904,0.031527,0.692632,3
1.884654,-0.809824,0.45898,-0.883073,0.213146,-1.502381,0.321186,-0.669024,-0.685813,0.585013,4
0.512942,0.157611,0.277787,-1.394096,-0.57379,-0.892979,1.916677,-0.287026,-0.26488,-0.035863,5
0.813292,-0.233787,-0.159043,-1.26634,0.119858,-1.295383,2.520669,-0.37424,-0.88751,0.937671,6
-0.3789,0.37203,2.237199,-0.353611,-1.124496,-1.75409,-0.046837,1.689245,0.105191,-0.992839,7
-0.793176,1.538568,0.824175,-0.877804,-1.184682,-1.901473,0.438088,2.174155,0.080636,-0.161694,8
-1.007218,0.664728,0.645791,-1.093804,0.812001,0.382127,0.734672,0.17172,-0.426237,-1.418346,9
-1.10043,0.793209,1.495572,0.116583,1.338632,-0.25377,-0.579389,0.780474,-1.220749,-1.174963,10
0.338026,-0.820035,0.519377,-1.182047,0.632946,-0.563439,0.914354,0.733379,-1.043606,-0.194807,11
0.048033,-2.568566,1.13459,1.217653,1.495116,1.680418,-0.958237,-1.49058,-0.380636,1.179398,1
-0.023314,-1.186758,1.86779,1.064873,1.592919,-0.460768,-2.10344,-1.567328,-0.326266,0.402889,2
0.601551,-1.14932,1.06717,0.952922,1.165596,-1.605052,-1.40203,-1.314408,0.099929,0.80025,3
1.871996,-0.829394,0.304474,-0.669707,0.074718,-1.429518,0.414275,-0.677745,-0.568302,0.512164,4
0.394414,0.178032,0.135922,-1.255803,-0.507585,-0.518727,1.778127,-0.405637,-0.312235,-0.299114,5
0.873132,-0.322277,-0.2377,-1.284779,0.249258,-1.046986,2.204602,-0.480641,-0.519194,0.407856,6
-0.232753,0.443503,2.152923,-0.536683,-1.195215,-1.566964,0.223768,2.100895,-0.001796,-0.992839,7
-0.867975,1.73597,0.923901,-1.02795,-1.347185,-1.456013,0.446747,1.441557,0.445445,0.053543,8
-0.998012,0.742157,0.387345,-1.023999,0.995569,0.105578,0.834255,0.285098,-0.733168,-1.304105,9
-1.132651,0.642606,1.418319,0.048096,1.565835,-0.389561,-0.046837,0.813616,-1.001513,-1.393511,10
0.323066,-0.819184,0.38875,-1.083267,0.57276,-0.604838,0.881881,0.618256,-1.24355,-0.141826,11
-0.214341,-2.414559,1.381799,1.35858,1.449976,1.446924,-1.3977,-1.640588,0.013989,1.138006,1
0.087159,-1.362888,2.054601,0.985849,1.592919,-0.320009,-1.811186,-1.488836,-0.298204,0.118114,2
0.592345,-1.151873,0.933733,1.297995,0.985037,-1.725939,-1.051325,-1.480114,0.045559,0.816807,3
1.738507,-0.914481,0.659837,-0.746097,0.1981,-1.659699,0.262736,-0.494595,-0.54024,0.614815,4
0.318463,0.272479,-0.034034,-1.319023,-0.321008,-0.074924,1.769468,-0.819032,-0.301711,-0.459714,5
0.746548,-0.392049,-0.410466,-0.985804,0.342547,-0.639614,1.678544,-0.782402,-0.708614,0.3913,6
-0.270728,0.70557,2.211916,-0.640732,-1.225308,-1.394742,0.143669,1.924723,-0.087737,-0.577267,7
-0.993409,1.724057,0.621913,-1.176779,-1.290008,-0.936035,1.10919,1.162472,0.584002,-0.191496,8
-0.99456,0.582194,0.617699,-0.879121,0.649498,-0.136195,0.990124,0.419408,-0.420976,-1.365365,9
-1.277648,0.374583,1.527877,-0.311464,1.516181,-0.162691,-0.137761,0.832803,-1.07693,-1.718022,10
0.211442,-0.722185,0.378918,-1.055609,0.592321,-0.654518,0.814771,0.394988,-1.269858,-0.131892,11
-0.323664,-2.332876,1.530687,1.297995,1.329604,1.40718,-1.425843,-1.6371,-0.026351,1.070124,1
0.17807,-1.529658,2.091121,0.892337,1.604956,-0.223962,-1.536251,-1.399877,-0.464823,-0.12858,2
0.422032,-1.151873,1.051719,1.46658,0.805982,-1.946184,-1.382547,-0.989971,0.205162,0.863165,3
1.83287,-0.89406,0.634554,-0.742146,0.393706,-1.744154,0.635089,-0.747516,-0.578826,0.484017,4
0.304654,0.23419,0.079739,-0.954194,-0.86419,0.110546,1.791116,-0.648092,-0.773507,-0.20143,5
0.416278,-0.458416,-0.288266,-0.674976,0.649498,-0.363065,1.174135,-0.721352,-1.213733,0.270436,6
-0.441042,1.060381,1.956279,-0.926536,-1.291513,-1.39971,0.119856,1.757272,-0.592857,-0.30077,7
-1.171777,1.705338,0.735685,-0.868585,-1.243364,-1.131441,1.133003,1.199102,0.662927,-0.256067,8
-1.016424,0.572835,0.885977,-0.877804,0.63746,-0.258738,0.799617,0.276377,-0.298204,-1.348808,9
-1.424946,0.61708,1.550351,-0.427366,1.416874,0.080738,-0.29363,0.763031,-0.920834,-1.739546,10
0.262076,-0.722185,0.401391,-0.809317,0.581788,-0.957563,1.04641,0.314751,-1.406661,-0.088844,11
-0.55842,-2.1108,1.685192,1.042483,1.370229,1.463484,-1.618515,-1.802806,-0.091245,1.280394,1
-0.085455,-1.325449,2.183824,0.838337,1.550789,-0.765469,-1.806856,-1.251613,-0.673536,0.139638,2
-0.052083,-0.714527,1.540519,1.175507,0.494518,-2.403236,-1.248326,-0.53297,0.65065,0.656207,3
1.850131,-0.848113,0.433697,-0.41683,0.286875,-1.82861,0.936002,-0.784146,-0.538486,0.335007,4
0.250568,0.161866,0.276382,-0.788244,-0.86118,-0.300138,1.992447,-0.444011,-1.055884,-0.062353,5
0.231005,-0.611572,0.081143,-0.246928,0.605862,-0.09314,0.933838,-0.616695,-1.478571,0.018774,6
-0.550364,1.523253,0.7708,-1.347998,-0.901806,-0.997306,1.074553,0.553718,-0.734922,-0.408388,7
-1.157968,1.690874,0.943565,-0.740829,-1.422418,-1.212584,0.606946,1.015952,0.69099,-0.145137,8
-1.064756,0.684298,1.145827,-0.84356,0.635956,-0.392873,0.440253,-0.049804,-0.306973,-1.386889,9
-1.488238,0.966786,1.568611,-0.527464,1.472546,0.130418,-0.055497,0.914784,-0.703352,-1.60047,10
0.411675,-0.741755,0.405605,-0.788244,0.596835,-0.917819,0.96631,0.300797,-1.539957,0.083345,11
-0.563023,-2.084423,1.734353,0.948971,1.380762,1.443612,-1.731087,-1.917929,-0.07546,1.422782,1
-0.390408,-1.070189,1.65991,1.182093,1.442453,-1.780586,-1.728922,-1.033578,-0.608642,0.818462,2
-0.102717,-0.809824,1.446411,1.270336,0.834571,-2.138278,-1.382547,-0.751005,0.299872,0.445937,3
1.721246,-0.797912,0.516568,-0.480049,0.321482,-1.840201,0.485715,-0.527737,-0.682305,0.432692,4
0.301202,0.178032,0.217389,-1.15834,-0.457932,-0.379625,1.879875,-0.253885,-0.808585,-0.270968,5
-0.056686,-0.728992,0.311497,0.260144,0.405743,-0.151099,1.039915,-0.789379,-1.126039,-0.060698,6
-0.526198,1.177801,0.548874,-0.991072,-0.676107,-0.891323,1.494532,0.077529,-0.48587,-1.01933,7
-1.164873,1.494323,0.982894,-0.709219,-1.392325,-1.573588,0.286549,1.209567,0.638373,-0.17825,8
-1.004917,0.561773,0.767991,-0.570927,0.787926,-0.392873,0.710859,0.108926,-0.622673,-1.47795,9
-1.542324,0.99061,2.157137,-0.7,1.132493,0.420215,-0.194047,0.956647,-0.273649,-1.701466,10
0.567028,-0.774939,0.680906,-0.609122,0.611881,-1.288759,0.83642,0.243236,-1.310197,-0.305737,11
-0.136089,-1.858943,0.010913,0.589411,1.845702,0.580845,2.30202,-2.469122,-1.229518,0.303549,1
-0.736788,-0.702615,0.446338,1.540335,1.388285,1.018025,-1.746241,-1.469649,-1.447001,0.243945,2
0.619964,-0.944261,-0.704026,1.042483,0.891748,0.372191,-0.999369,-0.918456,-0.733168,0.791972,3
0.817895,-0.425232,-0.591659,-0.066489,-0.095309,-1.040362,0.414275,-1.801062,-0.01232,0.694287,4
0.34378,0.365223,-0.211013,-0.649951,-1.226813,-0.629678,1.020431,0.25719,0.256025,-1.001118,5
0.596948,0.075928,-0.490528,-0.635463,-0.500062,-0.242178,0.319022,-0.309702,0.149038,-0.44978,6
-0.21319,0.748964,-0.284052,-0.713171,-0.504576,-0.858204,1.687204,0.185674,0.338458,-1.502785,7
-1.195943,1.252677,0.130304,0.503802,-1.085375,-1.509005,1.256399,0.250213,1.520579,-0.022617,8
-0.61826,0.69621,-1.524311,0.351022,0.011522,1.23827,0.40778,1.95612,0.296365,-2.029288,9
-1.714938,1.146319,-0.906288,0.245656,1.140017,-0.550191,0.992288,-0.585298,0.068359,-2.198166,10
0.220648,-0.215919,-0.458222,0.605216,0.010017,0.489766,0.386132,0.871177,0.112206,-1.775971,11
-0.073948,-1.668349,-0.260174,0.325997,2.02927,0.933569,1.940491,-2.842398,-1.280381,0.447593,1
-0.476715,-0.821736,0.151373,1.653603,1.462014,1.498259,-0.832676,-1.183587,-1.711838,-0.062353,2
0.587742,-0.945112,-0.508787,1.087264,0.936888,0.48811,-0.70062,-0.881826,-1.110254,0.778726,3
0.792578,-0.460969,-0.46665,-0.005904,-0.280382,-0.881388,0.111196,-1.773154,0.035035,0.396267,4
0.370248,0.240996,-0.114096,-0.451074,-1.293018,-1.02049,1.245575,0.288587,0.368274,-0.901778,5
0.70512,-0.061912,-0.212418,-0.7,-0.552725,-0.069956,0.191296,-0.269583,0.36652,-0.497794,6
-0.172913,0.82384,-0.532666,-0.665756,-0.369157,-0.558471,1.959974,-0.028872,0.001711,-1.575635,7
-1.178682,1.045916,0.179465,0.848874,-1.327625,-1.64314,1.126509,0.297308,1.704737,-0.004405,8
-0.802382,0.513274,-0.621155,0.245656,-0.247279,0.854082,-0.226519,2.198575,0.787453,-1.863721,9
-1.731049,1.180353,-0.861341,0.244339,1.117447,-0.752221,1.204443,-0.580065,0.236732,-2.338898,10
0.234457,-0.304409,-0.503169,0.657899,-0.141953,0.382127,0.386132,1.049094,0.152546,-1.554111,11
-0.164858,-1.736418,0.131709,0.535411,1.923944,0.575877,2.02059,-2.699367,-1.692545,0.57839,1
-0.361639,-0.99191,0.200534,1.675994,1.338632,1.735065,-0.226519,-0.614951,-2.101201,0.121426,2
0.378303,-0.862578,-0.309335,1.216336,0.994065,0.357287,-0.808863,-0.99346,-1.348783,0.954227,3
0.680954,-0.407364,-0.508787,-0.059904,-0.214177,-0.758845,-0.120442,-1.731291,-0.054413,0.262158,4
0.396715,0.317574,-0.236296,-0.549854,-1.17415,-0.975779,1.594115,-0.055036,0.284087,-0.934891,5
0.813292,-0.161464,-0.139379,-0.652585,-0.608398,-0.030212,0.210779,-0.112598,0.426152,-0.72131,6
-0.037123,0.734499,-0.418893,-0.942341,-0.120888,-0.450832,1.933996,0.313007,0.010481,-1.66173,7
-1.132651,1.146319,0.072716,0.739557,-1.624043,-1.215896,1.003113,0.386267,1.760862,-0.4117,8
-0.657386,0.260566,-0.715263,0.2259,-0.238251,0.925289,-0.330432,2.33114,0.489292,-1.775971,9
-1.772477,1.279054,-0.531261,0.07312,0.813505,-0.740629,0.782298,-0.517271,0.887425,-2.663409,10
0.181522,-0.357163,-0.442771,0.552533,-0.20214,0.362255,0.193461,0.921761,0.219194,-1.461394,11
-0.449097,-1.717699,0.673883,0.66185,2.068391,0.153602,1.514016,-2.299927,-1.981937,0.530376,1
-0.255769,-1.104224,0.054456,1.660189,1.311548,1.748313,0.160988,-0.445756,-2.069631,-0.115335,2
0.135492,-0.741755,-0.16747,1.307214,0.968485,0.193345,-1.027512,-1.150445,-1.375091,1.186021,3
0.522149,-0.346102,-0.477886,-0.199513,0.046129,-1.010554,0.002954,-1.95107,0.021004,0.394611,4
0.411675,0.466476,-0.382374,-0.880438,-0.901806,-0.646238,1.624423,-0.342843,0.331442,-1.117015,5
0.797181,-0.31547,-0.06634,-0.381269,-0.646014,0.001251,-0.00354,0.319984,0.289349,-0.959726,6
0.091762,0.724289,-0.490528,-1.118828,-0.009543,-0.071612,1.847402,0.241491,0.226209,-1.370332,7
-1.117691,1.223748,0.086761,0.622338,-1.766985,-0.823428,1.107025,0.468248,1.743323,-0.646805,8
-0.659687,0.155059,-0.667507,0.435314,-0.101327,0.546069,-0.077145,1.734596,0.964596,-1.686565,9
-1.82311,1.489218,-0.284052,-0.283806,1.010616,-1.244048,0.881881,-0.614951,0.748868,-2.067369,10
0.227553,-0.403961,-0.51581,0.565704,-0.284896,0.15029,0.468396,0.721169,0.466492,-1.626961,11
-0.66429,-1.61049,0.85648,0.789606,2.018738,0.034371,1.340828,-2.474355,-1.699561,0.200898,1
-0.218944,-1.127197,-0.091622,1.56536,1.374743,1.678762,0.245417,-0.238186,-2.111724,-0.254411,2
0.129738,-0.80557,-0.093027,1.112288,1.085849,0.221497,-1.029677,-0.838219,-1.7399,1.27046,3
0.407072,-0.370777,-0.399229,-0.044099,-0.08929,-0.967499,-0.053332,-1.91444,0.09116,0.305205,4
0.367946,0.461371,-0.3599,-0.82117,-1.067319,-0.445864,1.550818,-0.355053,0.50157,-1.284237,5
0.63032,-0.526485,-0.027011,-0.067806,-0.460941,0.062523,-0.336926,0.907807,-0.198232,-0.868664,6
-0.048631,0.777893,-0.504574,-0.948926,-0.015562,0.29436,1.793281,-0.478897,0.324427,-1.121982,7
-1.114239,1.111433,0.186488,0.675021,-1.661659,-1.030426,1.120014,0.520576,1.938004,-0.345473,8
-0.757502,-0.068719,-0.293884,0.813313,0.113839,0.483142,-0.473312,1.617729,0.87164,-1.429936,9
-1.878347,1.692575,-0.247532,-0.43922,0.985037,-1.335127,0.695705,-0.48413,0.489292,-1.752791,10
0.265528,-0.4916,-0.479291,0.61707,-0.304456,-0.066644,0.54633,0.682795,0.65942,-1.714711,11
-0.752899,-1.503281,0.783441,0.862045,1.926953,0.120482,1.275883,-2.664481,-1.524172,-0.007716,1
-0.230452,-1.170592,-0.116905,1.463945,1.452986,1.367437,0.156658,0.077529,-2.088924,-0.631904,2
0.289694,-0.940007,-0.32619,1.047751,1.097886,0.368879,-0.681137,-0.730073,-2.022276,1.138006,3
0.228703,-0.348654,-0.29248,0.025705,-0.129916,-0.954251,-0.107453,-1.783619,0.022758,0.371432,4
0.351835,0.458818,-0.424512,-0.735561,-1.291513,-0.301794,1.503192,-0.206789,0.394582,-1.332252,5
0.342629,-0.663475,0.023555,0.078388,-0.120888,0.233089,-0.28064,1.117121,-0.415714,-0.88191,6
-0.297196,0.651965,0.085357,-0.678927,-0.166028,0.226465,1.241246,-0.712631,0.391075,-1.203109,7
-1.003766,1.237362,-0.253151,0.212729,-1.754948,-0.280266,1.485873,0.675817,1.788924,-0.559054,8
-0.73909,-0.387794,-0.139379,1.209751,0.351575,0.827587,-1.148743,1.43458,0.315657,-0.519318,9
-1.934735,1.774259,-0.618346,-0.18766,0.843599,-1.244048,0.940332,-0.609718,0.562956,-2.395191,10
0.257473,-0.503512,-0.469459,0.578875,-0.278877,-0.096452,0.587462,0.62,0.678712,-1.703121,11
-0.004902,-2.118457,-0.01156,0.767216,2.760535,0.726572,0.41211,-2.238877,0.096421,0.02043,1
0.730437,-1.694726,-0.468054,0.285168,2.133092,0.547725,-0.152915,-0.328889,-1.034837,0.637994,2
1.143562,-1.038707,-0.102859,0.821215,0.818019,-0.921131,-1.343579,-1.225449,-0.040382,1.040322,3
1.51756,0.282689,-0.232082,-0.485318,0.237221,-1.706067,0.55499,-0.757982,-1.001513,0.523753,4
0.823649,0.800016,0.377513,-1.11356,-1.578903,-0.573375,0.228098,1.042116,-1.162871,-0.395143,5
0.999716,0.86298,0.298856,-1.232096,-0.510595,-0.462424,0.26923,0.192651,-1.443493,0.300238,6
0.562425,0.377135,1.697834,-0.364147,-1.685734,-1.404678,-0.676807,2.057288,0.247256,-1.045821,7
-1.157968,1.197371,0.564324,-2.321312,-0.567772,-0.151099,1.262894,0.8642,0.47,-1.146817,8
-0.897895,0.347355,0.568538,-1.610095,0.906794,-0.518727,1.864721,1.860184,-1.666237,-0.375275,9
-2.025645,0.76428,1.37899,-0.617024,1.087353,-1.586836,0.732507,0.239747,-1.678514,-0.247788,10
0.777618,-0.505214,0.51095,-0.904146,0.344052,-0.613118,-0.087969,0.600813,-1.922305,0.00884,11
-0.261522,-2.026564,0.204748,0.865996,2.852319,0.539446,0.360154,-2.074914,-0.10703,0.257191,1
0.626868,-1.687068,-0.251746,0.239071,2.086447,0.686828,-0.313113,-0.266095,-1.094469,0.659518,2
1.266693,-1.043813,-0.46665,0.894971,1.027167,-0.820116,-1.081633,-1.544653,-0.177185,1.114827,3
1.470379,0.246953,-0.088813,-0.34044,0.22067,-1.860073,0.593957,-0.853917,-0.648981,0.109836,4
0.796031,0.803419,0.473026,-1.185999,-1.789555,-0.412744,0.154493,0.981067,-1.050622,-0.564021,5
0.979002,0.863831,0.105021,-0.933121,-0.615921,-0.449176,0.572308,-0.110853,-1.583804,0.714155,6
0.570481,0.437547,1.735758,-0.236391,-1.702285,-1.613332,-0.880303,1.975307,0.4928,-1.069,7
-1.308718,1.388816,0.076929,-2.057899,-0.245775,-0.199123,1.347323,0.810127,-0.168416,-1.16834,8
-0.968092,0.264821,0.994131,-1.660144,0.783412,-0.402809,1.362477,1.989261,-1.585558,-0.328916,9
-2.090088,0.569431,1.502595,-0.858048,1.258885,-1.149657,0.816936,0.513599,-1.936336,-0.323949,10
0.619964,-0.211665,0.173846,-0.825121,0.458406,-0.656174,0.080889,0.246724,-2.201173,0.480706,11
-0.439891,-1.92446,0.208961,1.042483,2.847805,0.595749,0.399121,-2.03654,-0.294696,0.445937,1
0.362192,-1.634314,0.019341,0.268046,2.121054,0.617277,-0.888962,-0.417847,-0.968189,0.707533,2
1.060707,-1.028497,-0.407656,1.014825,0.923346,-1.027114,-0.880303,-1.651054,0.064851,1.085025,3
1.402484,0.237593,-0.130951,-0.120489,0.016036,-1.853449,0.459737,-0.963807,-0.4543,0.248912,4
0.737342,0.805972,0.315711,-1.163608,-1.937012,-0.368033,0.271395,1.040372,-1.127793,-0.471304,5
0.907655,0.540502,0.312902,-0.566976,-0.897292,-0.575031,0.663232,-0.156205,-1.585558,0.732368,6
0.492229,0.579641,1.460457,-0.314098,-1.751939,-1.653075,-0.592378,1.99275,0.243748,-1.201454,7
-1.358201,1.564945,-0.557948,-1.949899,0.219165,-0.218994,1.760808,0.564183,-0.543748,-1.257746,8
-1.039439,0.245251,1.002558,-1.74707,0.962467,0.004563,0.879716,1.326434,-1.796025,0.051888,9
-2.146475,0.201857,1.873408,-1.039804,1.326594,-0.803556,0.676221,1.158983,-1.945105,-0.38852,10
0.450801,0.061464,-0.215227,-0.535366,0.443359,-0.861516,0.414275,-0.419591,-2.166095,1.09827,11
-0.640124,-1.873408,0.376108,0.997703,3.094569,0.819307,0.507363,-1.848158,-0.347312,0.63965,1
0.059541,-1.527956,0.256718,0.46429,2.090961,0.203281,-1.1206,-0.595764,-0.908557,0.917802,2
0.743095,-0.958726,-0.213822,1.12019,0.517088,-1.06189,-0.949578,-1.513256,0.422645,0.810184,3
1.373715,0.240146,-0.166066,-0.166587,0.098792,-1.773962,0.232428,-1.057998,-0.60338,0.3913,4
0.693613,0.725991,0.260931,-1.014779,-2.052871,-0.664454,0.446747,1.174682,-0.996251,-0.645149,5
0.785674,0.331188,0.324138,-0.323318,-0.907825,-0.589935,0.762815,-0.635882,-1.532941,0.833363,6
0.324217,0.628992,1.013795,-0.518244,-1.762471,-1.330159,0.106867,1.820066,-0.582334,-1.135227,7
-1.396177,1.602383,-1.007419,-1.802387,0.521602,-0.156067,1.925337,0.34266,-0.796308,-1.188208,8
-0.996861,0.316724,0.319925,-1.629851,1.507153,0.087362,0.535506,0.614768,-2.011753,0.432692,9
-2.159134,0.305662,2.077075,-1.171511,1.213745,-0.669422,0.321186,0.897341,-1.781993,-0.378586,10
0.315011,0.112516,-0.270006,-0.40761,0.327501,-0.790308,0.316857,-0.641115,-1.988952,1.136351,11
-1.200547,-1.63006,1.061551,1.128093,3.214942,0.888858,0.19779,-1.49058,-0.022843,0.692632,1
0.023867,-1.470097,0.133113,0.536728,2.101494,-0.079892,-0.958237,-0.735306,-1.05413,1.265493,2
0.793729,-1.126347,-0.37816,1.031947,0.500536,-0.634646,-1.044831,-1.726058,0.482277,0.914491,3
1.338041,0.201857,-0.108477,0.044144,-0.187093,-1.525565,0.005119,-0.995204,-0.785785,0.536999,4
0.648733,0.699614,0.228626,-0.981853,-2.021273,-0.937691,0.604781,1.073514,-0.610396,-0.827273,5
0.546315,0.189094,0.00389,-0.497171,-0.342073,-0.290202,0.329846,-1.296965,-1.325982,1.152907,6
0.205688,0.70557,0.506736,-0.723707,-1.556333,-0.962531,0.797452,1.329923,-1.257581,-0.961382,7
-1.393875,1.578559,-1.131024,-1.752338,0.712693,-0.066644,2.120173,0.145556,-0.915572,-1.120326,8
-0.957735,0.220576,0.21458,-1.471803,1.71931,0.054243,-0.018694,0.297308,-1.945105,0.465805,9
-2.248893,0.515826,2.207702,-1.130682,0.989551,-0.745597,-0.098793,0.838036,-1.762701,-0.294147,10
0.341478,0.093796,-0.556544,-0.408927,0.476462,-0.470704,-0.057661,-0.845196,-1.682022,0.924425,11
-1.706883,-1.255678,1.961898,1.249263,2.894449,0.647084,-0.252497,-1.281266,-0.007058,0.603225,1
0.123984,-1.513491,0.078334,0.478777,2.065382,-0.22065,-0.631345,-0.703909,-1.175148,1.295295,2
0.865076,-1.363738,-0.417489,0.82385,0.819524,-0.752221,-0.215695,-1.898742,-0.054413,1.328408,3
1.29201,0.137191,-0.018583,0.082339,-0.236747,-1.451046,-0.07931,-0.869616,-0.89628,0.821774,4
0.628019,0.729394,0.176656,-1.087218,-2.007731,-0.909539,0.606946,0.954902,-0.406945,-0.789192,5
0.255171,0.101454,-0.571994,-0.431318,0.512574,-0.27033,-0.271981,-1.788852,-0.668274,1.217479,6
0.121682,0.547309,0.269359,-1.103023,-1.168131,-0.571719,0.972805,0.890364,-1.136562,-1.052443,7
-1.380066,1.463692,-0.614132,-1.90907,0.521602,-0.366377,2.180788,0.23277,-0.305219,-0.910056,8
-1.146461,0.271628,0.277787,-1.195218,1.916421,0.115514,-0.70062,-0.36203,-1.040099,0.366465,9
-2.309884,0.563475,1.864981,-1.117511,1.132493,-0.669422,0.284384,0.965368,-1.904766,-0.385209,10
0.519847,-0.088289,-0.295289,-0.603854,0.446369,-0.377969,0.271395,-0.499828,-1.985444,0.583357,11
-2.133817,0.301408,2.652959,1.803749,0.070204,-1.843513,-1.207194,-0.372496,0.420891,1.215823,1
-1.124596,-0.200603,1.746995,1.014825,1.549284,-1.889881,-2.428167,-1.371969,-0.605134,1.765505,2
-0.632069,-0.896613,0.654218,1.172873,0.774384,-1.921345,-1.116271,-1.284755,-0.145615,1.88968,3
-0.334021,-0.574134,-0.139379,-0.360196,-0.187093,-0.82674,0.520352,0.363591,-0.50867,1.240658,4
0.44965,0.378837,-1.036916,-0.921268,-0.676107,-0.230586,2.611592,-1.560351,-0.641966,0.207521,5
0.081406,0.086139,-1.250414,-0.344391,-0.543697,-0.162691,0.851573,-0.897524,-0.492885,1.515499,6
-0.627466,0.966786,-0.347259,-1.274242,-0.542193,-0.697573,1.613599,0.982811,-2.297637,0.33004,7
-1.345543,2.349445,-0.399229,-2.433263,0.155969,-0.055052,0.425099,1.389228,-1.452262,-0.345473,8
-1.454866,1.905292,0.123281,-2.255459,0.968485,-0.050084,-0.228684,-0.039338,-1.657467,0.098246,9
-1.954298,2.219262,-0.078981,-1.384876,0.213146,-1.537157,1.832248,-0.862639,-1.057637,0.710844,10
-1.060153,0.355863,0.478644,-1.034536,0.61489,-0.513759,-1.001534,-1.03009,-0.196478,1.546957,11
-2.209767,0.37203,2.697906,1.697067,0.04312,-1.590148,-1.605526,-0.201556,0.636619,0.879722,1
-1.368558,0.217172,1.513832,1.161019,0.900776,-2.428075,-2.081791,-1.391156,0.045559,2.078426,2
-0.871428,-0.683896,0.867717,0.943703,0.775889,-2.153182,-1.150908,-1.162655,0.061344,1.936039,3
-0.518143,-0.561371,-0.093027,-0.352293,0.010017,-0.782029,0.342835,0.377545,-0.48587,1.139662,4
0.233307,0.324381,-0.941403,-0.831707,-0.927385,-0.156067,2.793439,-1.469649,-0.461315,-0.050764,5
-0.245412,0.08699,-0.899265,-0.370732,-0.710714,-0.363065,1.078882,-0.360286,-0.703352,1.383045,6
-0.786271,1.097819,-0.324785,-1.587705,-0.364643,-0.4972,1.241246,1.122353,-2.290621,0.586669,7
-1.46177,2.28648,-0.788302,-2.534678,0.666049,0.693452,0.163153,0.942692,-1.845133,-0.158382,8
-1.458318,1.88402,-0.423107,-1.839265,1.43192,-0.151099,0.096043,-0.339354,-2.195911,0.080034,9
-2.006082,2.344339,0.089571,-1.934094,0.280856,-1.456013,1.295367,-0.116086,-0.841909,0.556867,10
